id_festival,nom_festival,envergure_territoriale_festival,code_insee_commune_festival,adresse_postale_festival,complement_adresse_festival,site_internet_festival,adresse_mail_festival,decennie_creation_festival,annee_creation_festival,discipline_dominante_festival,sous-categorie_spectacle_vivant,sous-categorie_musique,sous-categorie_cinema_et_audiovisuel,sous-categorie_arts_visuels_et_numeriques,sous-categorie_livre_et_litterature,periode_principale_deroulement_festival,geocodage_xy_festival,geocodage_latitude_festival,geocodage_longitude_festival,,,,,,,,,,,,,,,,
6047,Festival du Chant de Marin,,22162,Port de Paimpol en 2023,,https://www.paimpol-festival.bzh,contact@paimpol-festival.bzh,De 1980 à 1989,1989,Musique,,"Musiques du monde, Musiques traditionnelles",,,,Saison (21 juin - 5 septembre),"48.7733386239, -3.05459397042",48.7733386239,-3.05459397042,,,,,,,,,,,,,,,,
6048,Mimesis,,75056,,,,,,,"Livre, littérature",,,,,,Après-saison (6 septembre - 31 décembre),"48.8768961624, 2.33746024139",48.8768961624,2.33746024139,,,,,,,,,,,,,,,,
6049,Quartier du Livre,,75056,,,https://www.quartierdulivre.fr,contact@vivrelire.com,2010 et après,2014,"Livre, littérature",,,,,"Fiction (roman, théâtre, etc.), Non-fiction (documentaire, autobiographie, essai, récit, etc.), Polar, Science-fiction, Bande dessinée, comics, manga, Poésie",Avant-saison (1er janvier - 20 juin),"48.8401554186, 2.29355937244",48.8401554186,2.29355937244,,,,,,,,,,,,,,,,
6050,SMMMILE,,75056,,,https://smmmilefestival.com/,direction@smmmilefestival.com,2010 et après,2015,Musique,,"Musiques électroniques, techno",,,,Après-saison (6 septembre - 31 décembre),"48.886868623, 2.38469432787",48.886868623,2.38469432787,,,,,,,,,,,,,,,,
6051,Les Allées chantent,,38301,,Différents lieux :  Salle des fetes  Chateau  Ancienne usine Eglise  Musée,http://www.les-allees-chantent.fr/,,De 2000 à 2009,2005,Musique,,Musiques amplifiées ou électroniques,,,,Avant-saison (1er janvier - 20 juin),"44.7891162119, 5.62604125349",44.7891162119,5.62604125349,,,,,,,,,,,,,,,,
6052,Festi Wood,,7302,,Camping le Rieutord,https://fr-fr.facebook.com/events/283408178677759/,,2010 et après,2016,Musique,,Musiques actuelles,,,,Saison (21 juin - 5 septembre),"44.6573798022, 4.70779936262",44.6573798022,4.70779936262,,,,,,,,,,,,,,,,
6053,Festivendanges,,18241,1 Place Pace du Connétable,,,unpimentdansleloukoum@gmail.com,2010 et après,2016,Musique,,"Chanson ou variété française, Jazz, blues, Hip-hop, rap, slam, Musiques du monde, Musiques électroniques, techno, Musiques traditionnelles, Pop, rock, Variétés internationales",,,,Après-saison (6 septembre - 31 décembre),"47.3256994042, 2.82156691385",47.3256994042,2.82156691385,,,,,,,,,,,,,,,,
6054,Electroday festival,,84027,,,,,2010 et après,2018,Musique,,Musiques électroniques,,,,Saison (21 juin - 5 septembre),"44.1099358763, 4.74345046999",44.1099358763,4.74345046999,,,,,,,,,,,,,,,,
6055,Festival International de Colmar,,68066,,,https://www.festival-colmar.com,infofestival@tourisme-colmar.com,De 1990 à 1999,1995,Musique,,Musique classique,,,,Avant-saison (1er janvier - 20 juin),"48.1099405789, 7.38468690323",48.1099405789,7.38468690323,,,,,,,,,,,,,,,,
6056,Festival des 5 Continents,,1160,Chemin de la Brunette,ZA La Poterie,https://www.f5c.info,rush@festival5continents.org,De 2000 à 2009,2005,"Cinéma, audiovisuel",,,Fiction long métrage,,,Avant-saison (1er janvier - 20 juin),"46.2519789243, 6.10826403805",46.2519789243,6.10826403805,,,,,,,,,,,,,,,,
6057,Gréoux jazz festival,,4094,7 Avenue Pierre brossolette,,,festigreoux@orange.fr,2010 et après,2015,Musique,,"Jazz, blues",,,,Après-saison (6 septembre - 31 décembre),"43.7676102812, 5.86495046225",43.7676102812,5.86495046225,,,,,,,,,,,,,,,,
6058,À Cours et à Jardins,,69123,,"Dans tous les jardins publics, privés, institutionnels..",https://www.jazzacoursetajardins.com,fdumont.dayot@gmail.com,2010 et après,2011,Musique,,"jazz, blues et musiques improvisées",,,,Avant-saison (1er janvier - 20 juin),"45.8679882645, 4.73091611018",45.8679882645,4.73091611018,,,,,,,,,,,,,,,,
6059,Les massiliades,,13055,,,,contact@massiliades.fr,De 2000 à 2009,,Musique,,Musiques actuelles,,,,Avant-saison (1er janvier - 20 juin),"43.296346, 5.369889",43.296346,5.369889,,,,,,,,,,,,,,,,
6060,Festival de musique de chambre de Martigues,,13056,,,,lanoteenvolee@yahoo.fr,,,Musique,,Musique contemporaine , musique romantique , musique savante,,,,Saison (21 juin - 5 septembre),"43.3798920489, 5.04945402314",43.3798920489,5.04945402314,,,,,,,,,,,,,,
6061,Festival du livre de Nice,,6088,2 place Masséna,"Ville de Nice - Direction des affaires culturelles, 2 place Masséna",https://lefestivaldulivredenice.com/,stephane.perottino@ville-nice.fr,De 1990 à 1999,1996,"Livre, littérature",,,,,Littérature langue étrangère , Littérature langue française,Avant-saison (1er janvier - 20 juin),"43.7119992661, 7.23826889465",43.7119992661,7.23826889465,,,,,,,,,,,,,,,
6062,Festival des lavoirs,,4197,Ruelle Des lavoirs,,https://www.ville-sainte-tulle.fr/,communication@saintetulle.fr,De 2000 à 2009,,Musique,,"Chanson ou variété française, jazz, blues, musique classique, musique contemporaine, musiques du monde, pop, rock",,,,Saison (21 juin - 5 septembre),"43.7830482525, 5.77302331731",43.7830482525,5.77302331731,,,,,,,,,,,,,,,,
6063,Festival du livre et de la BD de Saint Gobain,,2680,17 rue de la Manufacture,,https://www.facebook.com/Festival-du-livre-et-de-la-BD-de-Saint-Gobain-02-247258965753050,association.localupe@gmail.com,2010 et après,2015,"Livre, littérature",,,,,"Bande dessinée, comics, manga, fiction (roman, théâtre, etc.), Non-fiction (documentaire, autobiographie, essai, récit, etc.), Poésie, polar, science-fiction",Avant-saison (1er janvier - 20 juin),"49.5953887213, 3.39411143672",49.5953887213,3.39411143672,,,,,,,,,,,,,,,,
6064,Rencontres Guitare et Patrimoine,,8409,,,https://www.mjc-calonne.com,direction@mjc-calonne.com,De 1990 à 1999,1994,Musique,,"Musiques du monde, Musique classique",,,,Avant-saison (1er janvier - 20 juin),"49.697058875, 4.9298505244",49.697058875,4.9298505244,,,,,,,,,,,,,,,,
6065,Ce murmure festival,,21603,,,,,2010 et après,2015,Musique,,,,,,Saison (21 juin - 5 septembre),"47.4909559267, 4.34106366761",47.4909559267,4.34106366761,,,,,,,,,,,,,,,,
6066,Shalom Europa,,67482,,,http://shalomeuropa.eu/,contact@strassiran.org,De 2000 à 2009,01/01/2008 00:00,"Cinéma, audiovisuel",,,Cinémas étrangers,,,Saison (21 juin - 5 septembre),"48.5712679849, 7.76752679517",48.5712679849,7.76752679517,,,,,,,,,,,,,,,,
6067,Osez le Classique,,3310,56 Avenue Victoria,,http://www.musiquesvivantes.com/,administration@musiquesvivantes.com,Avant 1980,,Musique,,classique,,,,Saison (21 juin - 5 septembre),"46.1300051383, 3.42442081174",46.1300051383,3.42442081174,,,,,,,,,,,,,,,,
6068,Le jardin des contes,,6029,,,https://www.cannes.com/fr/culture/mediatheques-et-bibliotheques.html,katia.pavigna@ville-cannes.fr,,,"Livre, littérature",,,,,Contes,Saison (21 juin - 5 septembre),"43.5526202843, 7.00427592728",43.5526202843,7.00427592728,,,,,,,,,,,,,,,,
6069,Salon du livre,,83048,15 Chemin De font de guiraud,Place mairie,https://Dmotsdlivres@gmail.com,dmotsdlivres@gmail.com,2010 et après,2015,"Livre, littérature",,,,,"Bande dessinée, comics, manga, fiction (roman, théâtre, etc.), Non-fiction (documentaire, autobiographie, essai, récit, etc.), Poésie, polar, science-fiction",Saison (21 juin - 5 septembre),"43.1951890718, 6.5862813598",43.1951890718,6.5862813598,,,,,,,,,,,,,,,,
6070,Rendez-vous Marionnettes J-365,,8105,,,http://www.festival-marionnette.com/fr,president.festival@marionnette.com,2010 et après,,Spectacle vivant,Marionnettes et théâtre d'objet,,,,,Avant-saison (1er janvier - 20 juin),"49.7752965803, 4.71724655966",49.7752965803,4.71724655966,,,,,,,,,,,,,,,,
6071,Festival de tango 100% argentin,,5070,,,,tangomovimiento.tm@gmail.com,2010 et après,2011,Spectacle vivant,Danse,Musique traditionnelle,,,,Saison (21 juin - 5 septembre),"44.3340345431, 5.81650957133",44.3340345431,5.81650957133,,,,,,,,,,,,,,,,
6072,Les Eclats de lire,,30350,Avenue Jeanne D'arc,Chateau d'Assas,,association.kamishibai@gmail.com,2010 et après,2013,"Livre, littérature",,,,,,Avant-saison (1er janvier - 20 juin),"43.9886565575, 3.62522883405",43.9886565575,3.62522883405,,,,,,,,,,,,,,,,
6073,Festival d'Artagnan,,32219,,"Adresse administrative : Association d’Artagnan chez d’Artagnan 9 rue Féart, 32290 Lupiac",https://dartagnanchezdartagnan.org/,contact@dartagnanchezdartagnan.org,2010 et après,2012,Spectacle vivant,,,,,,Saison (21 juin - 5 septembre),"43.6880530746, 0.187356485668",43.6880530746,0.187356485668,,,,,,,,,,,,,,,,
6074,Laterna magica,,13055,33 allée Gambetta,Fotokino,https://www.fotokino.org,contact@fotokino.org,De 2000 à 2009,2004,Pluridisciplinaire,,,"Beaux-arts, arts plastiques , cinéma et audiovisuel",,Fiction,Après-saison (6 septembre - 31 décembre),"43.296346, 5.369889",43.296346,5.369889,,,,,,,,,,,,,,,,
6075,Soirées crépuscule,,82121,33 Rue Gamot,,http://www.soireescrepuscule.fr,,2010 et après,2011,Musique,,,,,,Après-saison (6 septembre - 31 décembre),"44.0222594578, 1.36408636501",44.0222594578,1.36408636501,,,,,,,,,,,,,,,,
6076,Cirko Galop,,51391,,,https://www.facebook.com/events/687941388213851/,info@muizon-spectacles.com,De 2000 à 2009,01/10/2004 00:00,Spectacle vivant,Arts de la rue,,,,,Après-saison (6 septembre - 31 décembre),"49.2724383199, 3.88749263388",49.2724383199,3.88749263388,,,,,,,,,,,,,,,,
6077,Troublantes Apparences,,75056,,,http://lemouffetard.com/content/nous-contacter,,,,Spectacle vivant,Marionnettes et théâtre d'objets,,,,,Après-saison (6 septembre - 31 décembre),"48.854228282, 2.35736193814",48.854228282,2.35736193814,,,,,,,,,,,,,,,,
6078,Musiques d'ici et d'ailleurs à Valras-Plage,,34324,,Différents lieux :  parvis de l’église Saint-Alpin places de l’Hôtel de Ville et de la République Kiosque du grand Jard,https://www.musiques-ici-ailleurs.com/,,2010 et après,2016,Musique,,,,,,Saison (21 juin - 5 septembre),"43.2476112282, 3.28929431362",43.2476112282,3.28929431362,,,,,,,,,,,,,,,,
6079,Biennale du film d'art,,6157,32 Avenue Joseph bougearel,,https://www.marathondufilm.fr,artsept@laposte.net,2010 et après,2019,"Cinéma, audiovisuel",,,"Court métrage, documentaire, film d'animation, film expérimental",,,Avant-saison (1er janvier - 20 juin),"43.7384640641, 7.10194436087",43.7384640641,7.10194436087,,,,,,,,,,,,,,,,
6080,Festival Jean Ferrat,,7011,,Village d'antraigues sur la montagne,https://www.festivaljeanferrat.fr/,bureau.festivaljeanferrat@gmail.com,2010 et après,2011,Musique,,Chanson,,,,Saison (21 juin - 5 septembre),"44.7393183247, 4.35517589387",44.7393183247,4.35517589387,,,,,,,,,,,,,,,,
6081,Good Rockin' Tonight,,1024,313 Chemin des Baudières,Centre Culturel - Espace Salvert,,bluemonday01@orange.fr,De 2000 à 2009,2003,Musique,,Rockabilly - Country - R'n'R - Rhythm & Blues,,,,Avant-saison (1er janvier - 20 juin),"46.2861802203, 5.1795233845",46.2861802203,5.1795233845,,,,,,,,,,,,,,,,
6082,Un festival au top,,4070,12 Avenue Georges clémenceau,,,potesofthetop@gmail.com,2010 et après,2015,Musique,,"Chanson ou variété française, hip-hop, rap, slam, musique contemporaine, musiques du monde, musiques électroniques, techno, pop, rock, variétés internationales",,,,Saison (21 juin - 5 septembre),"44.0908723554, 6.23590323452",44.0908723554,6.23590323452,,,,,,,,,,,,,,,,
6083,Festival Ingénieuse Afrique,,9122,1 Allée Villote,,https://ingenieuseafrique.info/,interne.ingenieuse@gmail.com,De 2000 à 2009,,Pluridisciplinaire,,,,,,Saison (21 juin - 5 septembre),"42.9658502274, 1.61037495894",42.9658502274,1.61037495894,,,,,,,,,,,,,,,,
6084,Les Bifurkations,,38185,,Différents lieux :  Skatepark de grenoble Grenoble parkour Plage de grenoble,http://labifurk.fr/,,2010 et après,2015,Musique,,Pluridisciplinaire,,,,Après-saison (6 septembre - 31 décembre),"45.1821215167, 5.72133051752",45.1821215167,5.72133051752,,,,,,,,,,,,,,,,
6085,Musicales Guil-Durance,,5065,,Salle basse de l'arsenal mont-dauphin,https://www.musicales-guil.com,amm05@orange.fr,De 1990 à 1999,1990,Musique,,Savantes,,,,Saison (21 juin - 5 septembre),"44.6680987436, 6.7010158705",44.6680987436,6.7010158705,,,,,,,,,,,,,,,,
6086,Boulevard du Jazz,,79174,,,http://www.facebook.com/artsenboule/,lesartsenboule@lecafeduboulevard.com,De 2000 à 2009,2002,Musique,,Musiques actuelles,,,,Saison (21 juin - 5 septembre),"46.2309583731, -0.147888712984",46.2309583731,-0.147888712984,,,,,,,,,,,,,,,,
6087,Les Nuits d'Eole,,57480,,,http://www.lesnuitsdeole.fr/,loisirs.et.culture@free.fr,De 1990 à 1999,01/01/1998 00:00,Spectacle vivant,Arts de la rue,,,,,Avant-saison (1er janvier - 20 juin),"49.0953199106, 6.15452599506",49.0953199106,6.15452599506,,,,,,,,,,,,,,,,
6088,American Jazz Festiv'Halles,,75056,,,https://www.sunset-sunside.com,,De 2000 à 2009,01/01/2006 00:00,Musique,,Musiques actuelles,,,,Saison (21 juin - 5 septembre),"48.8626304852, 2.33629344655",48.8626304852,2.33629344655,,,,,,,,,,,,,,,,
6089,L’Inde des livres,,75056,,,https://www.comptoirsinde.org,,2010 et après,01/01/2011 00:00,"Livre, littérature",,,,,,Après-saison (6 septembre - 31 décembre),"48.8631867774, 2.40081982673",48.8631867774,2.40081982673,,,,,,,,,,,,,,,,
6090,Les Inrocks,,75056,,,https://www.lesinrocks.com,,De 1980 à 1989,01/01/1988 00:00,Musique,,Musiques actuelles,,,,Après-saison (6 septembre - 31 décembre),"48.886868623, 2.38469432787",48.886868623,2.38469432787,,,,,,,,,,,,,,,,
6091,Diamant Vert,,15234,,Plan d'eau du Maurs tessières,http://www.leguidedesfestivals.com/2018-diamant-vert-34590.html,collectif.blasterblaster@gmail.com,2010 et après,,Pluridisciplinaire,,Musiques actuelles,,,,Saison (21 juin - 5 septembre),"44.8209679734, 2.53827855316",44.8209679734,2.53827855316,,,,,,,,,,,,,,,,
6092,Les aoûtiennes,,83009,,,https://www.facebook.com/lesaoutiennes/,lesaoutiennes@gmail.com,2010 et après,2017,Musique,,Chanson,,,,Saison (21 juin - 5 septembre),"43.1473544522, 5.74789358398",43.1473544522,5.74789358398,,,,,,,,,,,,,,,,
6093,Trad'in festival,,5046,1 Avenue Du plan d'eau,Plan d'eau d'embrun,https://www.tradinfestival.com,assokaya@free.fr,2010 et après,2010,Musique,,Musiques du monde,,,,Saison (21 juin - 5 septembre),"44.5804294908, 6.47559298927",44.5804294908,6.47559298927,,,,,,,,,,,,,,,,
6094,Jazz au Théâtre,,77186,,,,,,,Musique,,Musiques actuelles,,,,Après-saison (6 septembre - 31 décembre),"48.4066856508, 2.68031396389",48.4066856508,2.68031396389,,,,,,,,,,,,,,,,
6095,Les lundis du conservatoire,,6004,,,https://www.antibesjuanlespins.com,accueil@antibesjuanlespins.com,,,Musique,,Jazz et musiques improvisées , musique savante,,,,Avant-saison (1er janvier - 20 juin),"43.587465146, 7.10635418256",43.587465146,7.10635418256,,,,,,,,,,,,,,,
6096,24 Heures du Swing,,33289,,,http://www.swing-monsegur.com/,coordination@swing-monsegur.com,De 1980 à 1989,1989,Musique,,Musiques actuelles,,,,Saison (21 juin - 5 septembre),"44.6462089079, 0.0892904208174",44.6462089079,0.0892904208174,,,,,,,,,,,,,,,,
6097,Jazz Naturel,,64430,,,,a.gaulin@mairie-orthez.fr,De 1990 à 1999,1995,Musique,,Musiques actuelles,,,,Avant-saison (1er janvier - 20 juin),"43.4943173399, -0.779874853399",43.4943173399,-0.779874853399,,,,,,,,,,,,,,,,
6098,Lollapalooza,,75056,,,https://www.lollaparis.com,,2010 et après,01/01/2017 00:00,Musique,,Musiques actuelles,,,,Saison (21 juin - 5 septembre),"48.8567, 2.3508",48.8567,2.3508,,,,,,,,,,,,,,,,
6099,Paris Music Festival,,75056,,,,,2010 et après,01/01/2016 00:00,Musique,,Musiques actuelles,,,,Avant-saison (1er janvier - 20 juin),"48.8626304852, 2.33629344655",48.8626304852,2.33629344655,,,,,,,,,,,,,,,,
6100,Prayssac en fête,,46225,Place D'istrie,,https://prayssacenfete.weebly.com/,,2010 et après,2017,Musique,"Théâtre, danse",,,,,Saison (21 juin - 5 septembre),"44.5137023932, 1.18723639208",44.5137023932,1.18723639208,,,,,,,,,,,,,,,,
6101,Rock en Seine,,92064,,,https://www.rockenseine.com,ana@rockenseine.com,De 2000 à 2009,2003,Musique,,"Chanson ou variété française, Variétés internationales, Musiques électroniques, techno, Hip-hop, rap, slam, Métal, hard rock, Pop, rock",,,,Saison (21 juin - 5 septembre),"48.8428741034, 2.20864570316",48.8428741034,2.20864570316,,,,,,,,,,,,,,,,
6102,Les Vers Solidaires,,2680,1 Impasse Marettes,Maison Gaïa,,vieassociative@associationgaia.org,De 2000 à 2009,2004,Musique,,"Chanson ou variété française, Jazz, blues, Hip-hop, rap, slam, Métal, hard rock, Musiques du monde, Musiques électroniques, techno, Pop, rock",,,,Saison (21 juin - 5 septembre),"49.5953887213, 3.39411143672",49.5953887213,3.39411143672,,,,,,,,,,,,,,,,
6103,Cabrioles,,7278,,Différents lieux :  Thréatre de verdure Au parvis de l'eglise Au temple Au foyer,https://cabrioles.wordpress.com/,passemuraille07@gmail.com,2010 et après,,Spectacle vivant,,,,,,Avant-saison (1er janvier - 20 juin),"44.8373734527, 4.61203758015",44.8373734527,4.61203758015,,,,,,,,,,,,,,,,
6104,Détonation,,25056,4 Avenue de chardonnet,,https://detonation-festival.com/,info@larodia.com,2010 et après,2015,Musique,,"Chanson ou variété française, Hip-hop, rap, slam, Métal, hard rock, Musiques du monde, Musiques électroniques, techno, Pop, rock",,,,Après-saison (6 septembre - 31 décembre),"47.2553872249, 6.01948696494",47.2553872249,6.01948696494,,,,,,,,,,,,,,,,
6105,Festibocage,,3036,,En plein air,https://www.lyonne.fr/egriselles-le-bocage-89500/actualites/festibocage-voit-le-jour_14126019/,3ballier@gmail.com,2010 et après,,Pluridisciplinaire,,,,,,Avant-saison (1er janvier - 20 juin),"46.5836819113, 3.05141625983",46.5836819113,3.05141625983,,,,,,,,,,,,,,,,
6106,Festival d'été : Briançon sous les étoiles,,5023,,Cité vauban - porte d'embrun,http://www.ville-briancon.fr/evenements-phares,raphaelfaure05@gmail.com,2010 et après,2021,Musique,,Comédie musicale,,,,Saison (21 juin - 5 septembre),"44.8994986041, 6.64947524018",44.8994986041,6.64947524018,,,,,,,,,,,,,,,,
6107,Rencontres des cinémas d'amérique latine et des caraïbes,,6029,6 Rue Joseph flory,,,cdcccfilmclub@gmail.com,2010 et après,2017,"Cinéma, audiovisuel",,,"Documentaire, fiction long métrage",,,Avant-saison (1er janvier - 20 juin),"43.5526202843, 7.00427592728",43.5526202843,7.00427592728,,,,,,,,,,,,,,,,
6108,"Ranguin, cité du rire",,6004,,,,contact@mjcranguin.fr,2010 et après,,Spectacle vivant,Nouveau cirque , théâtre d'humour/café-théâtre,,,,,Avant-saison (1er janvier - 20 juin),"43.587465146, 7.10635418256",43.587465146,7.10635418256,,,,,,,,,,,,,,,
6109,Jeune Comédie en Ardennes,,8105,,,http://jeunecomedie.fr,fabderrezek@gmail.com,De 1980 à 1989,,Spectacle vivant,Théâtre,,,,,Avant-saison (1er janvier - 20 juin),"49.7752965803, 4.71724655966",49.7752965803,4.71724655966,,,,,,,,,,,,,,,,
6110,Nuits Musicales en Vendée Romane,,85094,,,https://www.festival-vendee.com,contact@festival-vendee.com,De 1990 à 1999,1999,Musique,,Musiques traditionnelles et du monde,,,,Saison (21 juin - 5 septembre),"46.5230750581, -0.687135962627",46.5230750581,-0.687135962627,,,,,,,,,,,,,,,,
6111,Coméd’istres,,13047,,,https://www.facebook.com/Compagnie-evenement-1124699850908,patrick1.plauchu@free.fr,De 1990 à 1999,1998,Spectacle vivant,Théâtre,,,,,Avant-saison (1er janvier - 20 juin),"43.5502689105, 4.9511813524",43.5502689105,4.9511813524,,,,,,,,,,,,,,,,
6112,Les journandises,,1197,,Différents lieux : Campus de l’Université Lyon 3 Centre Psychothérapique de l’Ain Maison de la Culture et de la Citoyenneté La Fabrique du Revermont à Simandre-sur-Suran Au Zoom,https://www.journandises.com,contact@journandises.com,2010 et après,2015,"Arts visuels, arts numériques",,,,Divers,,Saison (21 juin - 5 septembre),"46.1464982407, 5.33452833151",46.1464982407,5.33452833151,,,,,,,,,,,,,,,,
6113,Les deux terres,,6110,,,http://cietene.wixsite.com/cie-tene/festival,cie.tene@gmail.com,2010 et après,2013,Spectacle vivant,Danse afro-contemporaine , musiques traditionnelles , théâtre d'humour/café-théâtre,,,,,Avant-saison (1er janvier - 20 juin),"44.1085047639, 7.02802973178",44.1085047639,7.02802973178,,,,,,,,,,,,,,
6114,MOCA,,93048,,,http://le-moca.com/,,2010 et après,01/01/2016 00:00,Pluridisciplinaire,,,,,,Avant-saison (1er janvier - 20 juin),"48.8633175054, 2.44816211857",48.8633175054,2.44816211857,,,,,,,,,,,,,,,,
6115,Ostreoid Festival,,75056,,,,,,,Musique,,Musiques actuelles,,,,Saison (21 juin - 5 septembre),"48.8567, 2.3508",48.8567,2.3508,,,,,,,,,,,,,,,,
6116,Village de Cirque,,75056,,,https://www.2r2c.coop,reservation@2r2c.coop,De 2000 à 2009,2005,Spectacle vivant,Arts du cirque,,,,,Après-saison (6 septembre - 31 décembre),"48.8351562307, 2.41980703497",48.8351562307,2.41980703497,,,,,,,,,,,,,,,,
6117,Langues de voix,,11279,/ Rue du  Coustou,Theâtre Na Loba,,programmation@musicalsol.fr,2010 et après,2019,Musique,,"Musiques traditionnelles, Musiques du monde",,,,Avant-saison (1er janvier - 20 juin),"43.2513741105, 2.31315453913",43.2513741105,2.31315453913,,,,,,,,,,,,,,,,
6118,Saint Mandé Classic Jazz Festival,,94067,,,https://www.saint-mande-festival.com,,2010 et après,01/01/2018 00:00,Musique,,Musiques actuelles,,,,Avant-saison (1er janvier - 20 juin),"48.842440243, 2.4192191088",48.842440243,2.4192191088,,,,,,,,,,,,,,,,
6119,Charlie jazz festival,,13117,Allée Des artistes,Domaine de fontblanche,https://www.charlie-jazz.com,com@charlie-jazz.com,De 1990 à 1999,1997,Musique,,"Jazz, blues",,,,Saison (21 juin - 5 septembre),"43.4497831674, 5.26357787665",43.4497831674,5.26357787665,,,,,,,,,,,,,,,,
6120,Festival Rêves d'enfants,,5023,,,https://www.serre-chevalier.com,info@ot-briancon.fr,2010 et après,2019,Pluridisciplinaire,Théâtre,,,,Fiction,Avant-saison (1er janvier - 20 juin),"44.8994986041, 6.64947524018",44.8994986041,6.64947524018,,,,,,,,,,,,,,,,
6121,Printemps de Paroles,,77059,,,,,De 2000 à 2009,01/01/2004 00:00,Pluridisciplinaire,,,,,,Avant-saison (1er janvier - 20 juin),"48.8462454012, 2.67900406868",48.8462454012,2.67900406868,,,,,,,,,,,,,,,,
6122,Pharaonic,,73065,,En plein air,,,2010 et après,2015,Musique,,Musiques amplifiées ou électroniques,,,,Avant-saison (1er janvier - 20 juin),"45.583182552, 5.90903392417",45.583182552,5.90903392417,,,,,,,,,,,,,,,,
6123,Sarcus Festival,,37069,Route de Loches,,,contact@bleuenuit.fr,2010 et après,2016,Musique,,"Musiques électroniques, techno",,,,Après-saison (6 septembre - 31 décembre),"47.1535504221, 1.15871292042",47.1535504221,1.15871292042,,,,,,,,,,,,,,,,
6124,Jazz in Fougères,,35115,Le Coquelicot,Théâtre Victor Hugo,https://www.le-coquelicot.fr,jazzetjava@gmail.com,2010 et après,2010,Musique,,,,,,Avant-saison (1er janvier - 20 juin),"48.3524697115, -1.19431177241",48.3524697115,-1.19431177241,,,,,,,,,,,,,,,,
6125,L'aparté,,13041,Avenue du 8 mai 1945,Maison de la vie associative,,associationlaparte@gmail.com,2010 et après,2010,Spectacle vivant,Théâtre,,,,,Avant-saison (1er janvier - 20 juin),"43.4526063249, 5.47963860272",43.4526063249,5.47963860272,,,,,,,,,,,,,,,,
6126,Art contemporain en milieu rural,,54235,,,https://www.galerie-tem.fr/,tem.expo@free.fr,De 2000 à 2009,15/06/2005 00:00,"Arts visuels, arts numériques",,,,,,,"48.5051745323, 6.01397377452",48.5051745323,6.01397377452,,,,,,,,,,,,,,,,
6127,Les Musicales du Noirmoutier,,85163,,,,,2010 et après,2013,Musique,,,,,,Saison (21 juin - 5 septembre),"47.0086655085, -2.26243620205",47.0086655085,-2.26243620205,,,,,,,,,,,,,,,,
6128,15 cents coups,,75056,,,,,2010 et après,,Pluridisciplinaire,,,,,,Avant-saison (1er janvier - 20 juin),"48.8401554186, 2.29355937244",48.8401554186,2.29355937244,,,,,,,,,,,,,,,,
6129,Ai que Bom,,75056,,,,,De 1990 à 1999,01/01/2011 00:00,Musique,,Musiques actuelles,,,,Avant-saison (1er janvier - 20 juin),"48.8631867774, 2.40081982673",48.8631867774,2.40081982673,,,,,,,,,,,,,,,,
6130,Rhinoférock festival,,84088,12 Route De pernes,La forge,,wilmotte.jean.michel@gmail.com,De 2000 à 2009,2004,Musique,,"Pop, rock",,,,Saison (21 juin - 5 septembre),"43.9960550539, 5.03959100234",43.9960550539,5.03959100234,,,,,,,,,,,,,,,,
6131,Festival Cirq'ô champs,,80620,,Différents lieux : Salle jean moulin  Centre ville,https://www.facebook.com/events/229883351177931/229883374511262/,bachianas.cie@gmail.com,2010 et après,2018,Spectacle vivant,"Arts du cirque, arts de la rue",,,,,Saison (21 juin - 5 septembre),"49.928328669, 2.93001266218",49.928328669,2.93001266218,,,,,,,,,,,,,,,,
6132,Métis Plaine Commune,,93066,,,,,De 2000 à 2009,01/01/2003 00:00,Musique,,Musiques actuelles,,,,Saison (21 juin - 5 septembre),"48.9295650455, 2.3592429975",48.9295650455,2.3592429975,,,,,,,,,,,,,,,,
6133,Au Foin De La Rue,,53211,Les Sablons,,,lisa@aufoindelarue.com,De 2000 à 2009,2000,Musique,,"Chanson ou variété française, Hip-hop, rap, slam, Musiques du monde, Musiques électroniques, techno, Variétés internationales",,,,Saison (21 juin - 5 septembre),"48.3469457308, -0.87082653269",48.3469457308,-0.87082653269,,,,,,,,,,,,,,,,
6134,La Dive Musique,,37248,,,https://www.ladivemusique.fr/,,2010 et après,2012,Musique,,,,,,Saison (21 juin - 5 septembre),"47.1268380183, 0.160711623152",47.1268380183,0.160711623152,,,,,,,,,,,,,,,,
6135,Festival international de guitare de carry-le-rouet,,13021,,,http://www.arpoador-guitare.fr/,contact@arpoador-guitare.fr,2010 et après,2018,Musique,,,,,,Avant-saison (1er janvier - 20 juin),"43.3427663021, 5.15373765817",43.3427663021,5.15373765817,,,,,,,,,,,,,,,,
6136,Théâtre de verdure,,5046,3 Rue Maréchal de lattre de tassigny,"Jardin du roc, espace delaroche",https://www.ville-embrun.fr,culture@ville-embrun.fr,2010 et après,2010,Spectacle vivant,Théâtre,,,,,Saison (21 juin - 5 septembre),"44.5804294908, 6.47559298927",44.5804294908,6.47559298927,,,,,,,,,,,,,,,,
